Event Sequence Number,Movement ID,Timestamp,Event Type,Container ID,Container Number,ISO Code,Size (TEU),Container Type,Load Status,Weight (MT),Weight Class,Yard Zone Type,Shipping Bill Number,Vessel ID,Voyage ID,POD,POD Priority,Expected Voyage DateTime,Actual Voyage DateTime,Cutoff DateTime,Type,Movement Type,From Location Type,From Location ID,To Location Type,To Location ID,Block ID,Stack ID,Tier Level,Equipment ID,Equipment Type,Stack Height After Move,Operator ID,Job ID,Planned Timestamp,Actual Timestamp,Delay Minutes,Exception Flag,Exception Reason,Reason for Movement,Container Status After Event,Dwell Time Since Last Event (min),Move Intent,Optimality Tag,Rehandle Flag,Rehandle Count,Total Dwell Time (min),Yard Utilization %,Block Utilization %,Congestion Level
406,MOV-1EC140D519,2025-03-25 11:07:41,Unstack,CNT-0008,HLCU2209226,42G1,2,Dry,Full,28.7,Heavy,Land-Side,SB550137,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 08:57:00,2025-03-27 15:03:00,export_container,Unstack,Block,LS3-B7-10-01-1,Yard,LS3-B7-GROUND,LS3-B7,GROUND,0,RTG-05,RTG,0,OP-011,JOB-8E4E14B4,2025-03-25 11:07:00,2025-03-25 11:07:41,0,0,N/A,Retrieval for repositioning,On Ground,13,Planned,Suboptimal,0,0,120,64.6,73.2,Medium
407,MOV-7D37C46446,2025-03-25 11:32:28,Rehandle,CNT-0008,HLCU2209226,42G1,2,Dry,Full,28.7,Heavy,Land-Side,SB550137,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 09:29:00,2025-03-27 15:03:00,export_container,Transfer,Yard,LS3-B7-GROUND,Block,LS1-B5-06-01-2,LS1-B5,06-01,2,RTG-05,RTG,0,OP-017,JOB-8E4E14B4,2025-03-25 11:32:00,2025-03-25 11:32:28,0,0,N/A,Blocking container removal for access,In Yard,25,Forced,Suboptimal,1,1,145,61.4,72.2,Medium
408,MOV-CCEAD622EC,2025-03-25 11:45:35,Stack,CNT-0008,HLCU2209226,42G1,2,Dry,Full,28.7,Heavy,Land-Side,SB550137,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 09:59:00,2025-03-27 15:03:00,export_container,Stack,Block,LS1-B5-06-01-2,Block,LS3-B6-20-01-3,LS3-B6,20-01,3,RTG-06,RTG,3,OP-013,JOB-8E4E14B4,2025-03-25 11:45:00,2025-03-25 11:45:35,0,0,N/A,Yard stacking for storage,In Yard,13,Planned,Optimal,0,1,158,68.3,68,Medium
409,MOV-D3363A8003,2025-03-25 12:51:19,Pre-Staging,CNT-0008,HLCU2209226,42G1,2,Dry,Full,28.7,Heavy,Land-Side,SB550137,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 09:56:00,2025-03-27 15:03:00,export_container,Yard Out,Block,LS3-B6-20-01-3,Block,SS5-B2-11-01-2,SS5-B2,11-01,2,RTG-05,RTG,2,OP-013,JOB-8E4E14B4,2025-03-25 12:51:00,2025-03-25 12:51:19,0,0,N/A,Vessel cutoff preparation - VOY-2503-JNPT-74,In Yard,66,Planned,Optimal,0,1,224,51.3,49.3,Low
410,MOV-EC5FE13833,2025-03-25 13:10:41,Vessel Load,CNT-0008,HLCU2209226,42G1,2,Dry,Full,28.7,Heavy,Land-Side,SB550137,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 09:15:00,2025-03-27 15:03:00,export_container,Vessel Load,Block,SS5-B2-11-01-2,Vessel,V074,SS5-B2,N/A,0,QC-03,QC,0,OP-005,JOB-8E4E14B4,2025-03-25 13:10:00,2025-03-25 13:10:41,0,0,N/A,Loading to JNPT service,Loaded,19,Planned,Optimal,0,1,243,48.6,37.1,Low
411,MOV-9F7248BABD,2025-03-27 12:01:48,Vessel Discharge,CNT-0004,MAEU1668752,22G1,1,Dry,Full,27.1,Heavy,Land-Side,N/A,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 08:55:00,2025-03-27 15:03:00,import_container,Yard In,Vessel,V074,Yard,Land-Side,N/A,N/A,0,QC-01,QC,0,OP-016,JOB-5D9CA3E9,2025-03-27 12:01:00,2025-03-27 12:01:48,0,0,N/A,Import discharge from JNPT service,In Transit,0,Planned,Optimal,0,0,0,68.8,24.8,Medium
412,MOV-E15F97941F,2025-03-27 12:54:26,Yard In,CNT-0004,MAEU1668752,22G1,1,Dry,Full,27.1,Heavy,Land-Side,N/A,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 09:15:00,2025-03-27 15:03:00,import_container,Yard In,Yard,Land-Side,Block,LS4-B6-16-01-4,LS4-B6,16-01,4,RTG-01,RTG,0,OP-011,JOB-5D9CA3E9,2025-03-27 12:54:00,2025-03-27 12:54:26,0,0,N/A,Initial yard positioning,In Transit,53,Planned,Optimal,0,0,53,67.8,24.8,Medium
413,MOV-6008A76EE5,2025-03-27 13:09:16,Stack,CNT-0004,MAEU1668752,22G1,1,Dry,Full,27.1,Heavy,Land-Side,N/A,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 09:14:00,2025-03-27 15:03:00,import_container,Stack,Block,LS4-B6-16-01-4,Block,LS4-B3-13-07-1,LS4-B3,13-07,1,RTG-01,RTG,1,OP-004,JOB-5D9CA3E9,2025-03-27 13:09:00,2025-03-27 13:09:16,0,0,N/A,Yard stacking for storage,In Yard,15,Planned,Suboptimal,0,0,68,62.6,44.5,Medium
414,MOV-B70A668224,2025-03-27 13:20:29,Unstack,CNT-0004,MAEU1668752,22G1,1,Dry,Full,27.1,Heavy,Land-Side,N/A,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 09:25:00,2025-03-27 15:03:00,import_container,Unstack,Block,LS4-B3-13-07-1,Yard,LS4-B3-GROUND,LS4-B3,GROUND,0,RTG-01,RTG,0,OP-002,JOB-5D9CA3E9,2025-03-27 13:20:00,2025-03-27 13:20:29,0,0,N/A,Retrieval for repositioning,On Ground,11,Planned,Suboptimal,0,0,79,67.3,19.5,Medium
415,MOV-5FD8F0EF3F,2025-03-27 13:41:28,Yard Shift,CNT-0004,MAEU1668752,22G1,1,Dry,Full,27.1,Heavy,Land-Side,N/A,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 10:02:00,2025-03-27 15:03:00,import_container,Transfer,Block,LS4-B3-GROUND,Block,SS4-B1-07-03-2,SS4-B1,07-03,2,RTG-01,RTG,0,OP-016,JOB-5D9CA3E9,2025-03-27 13:41:00,2025-03-27 13:41:28,0,0,N/A,Zone optimization movement,In Yard,21,Planned,Suboptimal,0,0,100,67.5,19.5,Medium
416,MOV-C3433C9387,2025-03-27 13:47:53,Stack,CNT-0004,MAEU1668752,22G1,1,Dry,Full,27.1,Heavy,Land-Side,N/A,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 08:47:00,2025-03-27 15:03:00,import_container,Stack,Block,SS4-B1-07-03-2,Block,LS2-B3-18-01-4,LS2-B3,18-01,4,RTG-02,RTG,4,OP-015,JOB-5D9CA3E9,2025-03-27 13:47:00,2025-03-27 13:47:53,0,0,N/A,Yard stacking for storage,In Yard,6,Planned,Optimal,0,0,106,66.9,59.1,Medium
417,MOV-79E9E96142,2025-03-28 09:28:30,Gate Out,CNT-0004,MAEU1668752,22G1,1,Dry,Full,27.1,Heavy,Land-Side,N/A,V074,VOY-2503-JNPT-74,JNPT,2,2025-03-27 09:03:00,2025-03-27 09:04:00,2025-03-27 15:03:00,import_container,Gate Out,Block,LS2-B3-18-01-4,Gate,GATE-5,LS2-B3,N/A,0,TT-01,internal truck,0,OP-015,JOB-5D9CA3E9,2025-03-28 09:28:00,2025-03-28 09:28:30,0,0,N/A,Import delivery to consignee,Exited,1181,Planned,Optimal,0,0,1287,84.1,48.1,High
418,MOV-4EEB9EFF22,2025-03-29 06:54:26,Gate In,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:17:00,2025-04-01 12:04:00,export_container,Gate In,Gate,GATE-8,Yard,Sea-Side,N/A,N/A,0,TT-02,internal truck,0,OP-015,JOB-79E9D731,2025-03-29 06:54:00,2025-03-29 06:54:26,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,72.4,24.8,Medium
419,MOV-52C3FAFE31,2025-03-29 07:39:05,Yard In,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 07:44:00,2025-04-01 12:04:00,export_container,Yard In,Yard,Sea-Side,Block,SS3-B3-05-06-4,SS3-B3,05-06,4,RTG-03,RTG,0,OP-003,JOB-79E9D731,2025-03-29 07:39:00,2025-03-29 07:39:05,0,0,N/A,Initial yard positioning,In Transit,45,Planned,Optimal,0,0,45,68.1,24.8,Medium
420,MOV-93AD3240B3,2025-03-29 07:50:22,Stack,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:59:00,2025-04-01 12:04:00,export_container,Stack,Block,SS3-B3-05-06-4,Block,SS5-B1-19-05-3,SS5-B1,19-05,3,RTG-03,RTG,3,OP-014,JOB-79E9D731,2025-03-29 07:50:00,2025-03-29 07:50:22,0,0,N/A,Yard stacking for storage,In Yard,11,Planned,Optimal,0,0,56,71.4,40.9,Medium
421,MOV-A1DCF5FDA0,2025-03-29 07:55:32,Unstack,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:01:00,2025-04-01 12:04:00,export_container,Unstack,Block,SS5-B1-19-05-3,Yard,SS5-B1-GROUND,SS5-B1,GROUND,0,RTG-04,RTG,0,OP-005,JOB-79E9D731,2025-03-29 07:55:00,2025-03-29 07:55:32,0,0,N/A,Retrieval for repositioning,On Ground,5,Planned,Suboptimal,0,0,61,74.1,46.8,Medium
422,MOV-88DA62B285,2025-03-29 08:31:52,Yard Shift,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:53:00,2025-04-01 12:04:00,export_container,Transfer,Block,SS5-B1-GROUND,Block,SS1-B3-19-02-4,SS1-B3,19-02,4,RTG-03,RTG,0,OP-020,JOB-79E9D731,2025-03-29 08:31:00,2025-03-29 08:31:52,0,0,N/A,Zone optimization movement,In Yard,36,Forced,Forced,0,0,97,80.3,57.3,High
423,MOV-8AA4D12B19,2025-03-29 08:46:55,Stack,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 07:52:00,2025-04-01 12:04:00,export_container,Stack,Block,SS1-B3-19-02-4,Block,SS3-B1-06-03-3,SS3-B1,06-03,3,RTG-03,RTG,3,OP-019,JOB-79E9D731,2025-03-29 08:25:00,2025-03-29 08:46:55,21,0,N/A,Yard stacking for storage,In Yard,15,Forced,Suboptimal,0,0,112,81.3,44,High
424,MOV-083F6535CB,2025-03-29 09:01:33,Unstack,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:01:00,2025-04-01 12:04:00,export_container,Unstack,Block,SS3-B1-06-03-3,Yard,SS3-B1-GROUND,SS3-B1,GROUND,0,RTG-03,RTG,0,OP-013,JOB-79E9D731,2025-03-29 09:01:00,2025-03-29 09:01:33,0,0,N/A,Retrieval for repositioning,On Ground,15,Planned,Suboptimal,0,0,127,77.7,62.1,Medium
425,MOV-306ECBE10A,2025-03-29 09:29:48,Yard Shift,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:53:00,2025-04-01 12:04:00,export_container,Transfer,Block,SS3-B1-GROUND,Block,SS5-B5-03-01-2,SS5-B5,03-01,2,RTG-03,RTG,0,OP-002,JOB-79E9D731,2025-03-29 09:29:00,2025-03-29 09:29:48,0,0,N/A,Zone optimization movement,In Yard,28,Planned,Suboptimal,0,0,155,76.4,65,Medium
426,MOV-C8BC8A0C9F,2025-03-29 09:44:18,Stack,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 09:00:00,2025-04-01 12:04:00,export_container,Stack,Block,SS5-B5-03-01-2,Block,SS4-B3-07-07-1,SS4-B3,07-07,1,RTG-03,RTG,1,OP-019,JOB-79E9D731,2025-03-29 09:44:00,2025-03-29 09:44:18,0,0,N/A,Yard stacking for storage,In Yard,15,Planned,Optimal,0,0,170,74.7,30.9,Medium
427,MOV-5C6F87B05C,2025-03-29 10:46:17,Gate In,CNT-0012,COSU5990112,42G0,2,Dry,Full,12.9,Medium,Sea-Side,SB250647,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:31:00,2025-04-01 12:04:00,export_container,Gate In,Gate,GATE-8,Yard,Sea-Side,N/A,N/A,0,TT-02,internal truck,0,OP-008,JOB-C126E3E2,2025-03-29 10:46:00,2025-03-29 10:46:17,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,75.7,33,Medium
428,MOV-B4273F5DB5,2025-03-29 11:15:48,Yard In,CNT-0012,COSU5990112,42G0,2,Dry,Full,12.9,Medium,Sea-Side,SB250647,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 07:54:00,2025-04-01 12:04:00,export_container,Yard In,Yard,Sea-Side,Block,SS2-B2-11-05-3,SS2-B2,11-05,3,RTG-04,RTG,0,OP-016,JOB-C126E3E2,2025-03-29 11:15:00,2025-03-29 11:15:48,0,0,N/A,Initial yard positioning,In Transit,29,Planned,Optimal,0,0,29,73.9,36,Medium
429,MOV-50AC1C1DE2,2025-03-29 11:16:08,Pre-Staging,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:06:00,2025-04-01 12:04:00,export_container,Yard Out,Block,SS4-B3-07-07-1,Block,SS1-B1-07-03-2,SS1-B1,07-03,2,RTG-03,RTG,2,OP-010,JOB-79E9D731,2025-03-29 11:16:00,2025-03-29 11:16:08,0,0,N/A,Vessel cutoff preparation - VOY-2504-JNPT-78,In Yard,92,Planned,Optimal,0,0,262,77.3,71.3,Medium
430,MOV-B8D3B0F80A,2025-03-29 11:28:18,Stack,CNT-0012,COSU5990112,42G0,2,Dry,Full,12.9,Medium,Sea-Side,SB250647,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:37:00,2025-04-01 12:04:00,export_container,Stack,Block,SS2-B2-11-05-3,Block,SS4-B5-15-02-2,SS4-B5,15-02,2,RTG-04,RTG,2,OP-020,JOB-C126E3E2,2025-03-29 11:15:00,2025-03-29 11:28:18,13,0,N/A,Yard stacking for storage,In Yard,13,Forced,Suboptimal,0,0,42,81.2,39.3,High
431,MOV-591A39E9BD,2025-03-29 11:41:45,Vessel Load,CNT-0007,MAEU3117143,22G0,1,Dry,Full,15.4,Medium,Sea-Side,SB551096,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:03:00,2025-04-01 12:04:00,export_container,Vessel Load,Block,SS1-B1-07-03-2,Vessel,V078,SS1-B1,N/A,0,QC-02,QC,0,OP-017,JOB-79E9D731,2025-03-29 11:41:00,2025-03-29 11:41:45,0,0,N/A,Loading to JNPT service,Loaded,25,Planned,Optimal,0,0,287,75.4,31.1,Medium
432,MOV-6F595BDDB6,2025-03-29 11:43:56,Unstack,CNT-0012,COSU5990112,42G0,2,Dry,Full,12.9,Medium,Sea-Side,SB250647,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:07:00,2025-04-01 12:04:00,export_container,Unstack,Block,SS4-B5-15-02-2,Yard,SS4-B5-GROUND,SS4-B5,GROUND,0,RTG-03,RTG,0,OP-012,JOB-C126E3E2,2025-03-29 11:43:00,2025-03-29 11:43:56,0,0,N/A,Retrieval for repositioning,On Ground,15,Planned,Suboptimal,0,0,57,77.4,28,Medium
433,MOV-79680BAAFC,2025-03-29 12:22:24,Yard Shift,CNT-0012,COSU5990112,42G0,2,Dry,Full,12.9,Medium,Sea-Side,SB250647,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:38:00,2025-04-01 12:04:00,export_container,Transfer,Block,SS4-B5-GROUND,Block,SS5-B2-12-05-3,SS5-B2,12-05,3,RTG-03,RTG,0,OP-015,JOB-C126E3E2,2025-03-29 12:22:00,2025-03-29 12:22:24,0,0,N/A,Zone optimization movement,In Yard,39,Planned,Suboptimal,0,0,96,61.7,22,Medium
434,MOV-3BB9447F18,2025-03-29 12:35:35,Stack,CNT-0012,COSU5990112,42G0,2,Dry,Full,12.9,Medium,Sea-Side,SB250647,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:20:00,2025-04-01 12:04:00,export_container,Stack,Block,SS5-B2-12-05-3,Block,SS1-B2-04-04-3,SS1-B2,04-04,3,RTG-03,RTG,3,OP-005,JOB-C126E3E2,2025-03-29 12:35:00,2025-03-29 12:35:35,0,0,N/A,Yard stacking for storage,In Yard,13,Planned,Optimal,0,0,109,69.6,37.1,Medium
435,MOV-47D1216C6C,2025-03-29 13:30:29,Pre-Staging,CNT-0012,COSU5990112,42G0,2,Dry,Full,12.9,Medium,Sea-Side,SB250647,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 07:53:00,2025-04-01 12:04:00,export_container,Yard Out,Block,SS1-B2-04-04-3,Block,SS1-B2-11-07-4,SS1-B2,11-07,4,RTG-03,RTG,4,OP-020,JOB-C126E3E2,2025-03-29 13:30:00,2025-03-29 13:30:29,0,0,N/A,Vessel cutoff preparation - VOY-2504-JNPT-78,In Yard,55,Planned,Optimal,0,0,164,64.4,30.2,Medium
436,MOV-59A8872826,2025-03-29 14:13:19,Vessel Load,CNT-0012,COSU5990112,42G0,2,Dry,Full,12.9,Medium,Sea-Side,SB250647,V078,VOY-2504-JNPT-78,JNPT,2,2025-04-01 08:04:00,2025-04-01 08:49:00,2025-04-01 12:04:00,export_container,Vessel Load,Block,SS1-B2-11-07-4,Vessel,V078,SS1-B2,N/A,0,QC-02,QC,0,OP-011,JOB-C126E3E2,2025-03-29 14:13:00,2025-03-29 14:13:19,0,0,N/A,Loading to JNPT service,Loaded,43,Planned,Optimal,0,0,207,84.6,36.8,High
437,MOV-F52ABC8E9C,2025-04-01 12:30:14,Vessel Discharge,CNT-0028,OOLU8653898,22G0,1,Dry,Full,12.6,Medium,Land-Side,N/A,V080,VOY-2504-MUN-80,Mundra,4,2025-04-01 09:37:00,2025-04-01 09:07:00,2025-04-01 13:37:00,import_container,Yard In,Vessel,V080,Yard,Land-Side,N/A,N/A,0,QC-01,QC,0,OP-011,JOB-257B5B06,2025-04-01 12:30:00,2025-04-01 12:30:14,0,0,N/A,Import discharge from Mundra service,In Transit,0,Planned,Optimal,0,0,0,58.9,24.8,Low
438,MOV-F4106174FB,2025-04-01 13:12:47,Yard In,CNT-0028,OOLU8653898,22G0,1,Dry,Full,12.6,Medium,Land-Side,N/A,V080,VOY-2504-MUN-80,Mundra,4,2025-04-01 09:37:00,2025-04-01 09:59:00,2025-04-01 13:37:00,import_container,Yard In,Yard,Land-Side,Block,LS1-B1-06-04-2,LS1-B1,06-04,2,RTG-02,RTG,0,OP-004,JOB-257B5B06,2025-04-01 13:12:00,2025-04-01 13:12:47,0,0,N/A,Initial yard positioning,In Transit,42,Planned,Optimal,0,0,42,58.3,24.8,Low
439,MOV-3C7F16D736,2025-04-01 13:21:02,Stack,CNT-0028,OOLU8653898,22G0,1,Dry,Full,12.6,Medium,Land-Side,N/A,V080,VOY-2504-MUN-80,Mundra,4,2025-04-01 09:37:00,2025-04-01 10:28:00,2025-04-01 13:37:00,import_container,Stack,Block,LS1-B1-06-04-2,Block,LS4-B7-07-06-3,LS4-B7,07-06,3,RTG-03,RTG,3,OP-019,JOB-257B5B06,2025-04-01 13:21:00,2025-04-01 13:21:02,0,0,N/A,Yard stacking for storage,In Yard,9,Planned,Optimal,0,0,51,63.5,17.9,Medium
440,MOV-9016593AF7,2025-04-01 13:27:31,Unstack,CNT-0028,OOLU8653898,22G0,1,Dry,Full,12.6,Medium,Land-Side,N/A,V080,VOY-2504-MUN-80,Mundra,4,2025-04-01 09:37:00,2025-04-01 09:07:00,2025-04-01 13:37:00,import_container,Unstack,Block,LS4-B7-07-06-3,Yard,LS4-B7-GROUND,LS4-B7,GROUND,0,RTG-02,RTG,0,OP-017,JOB-257B5B06,2025-04-01 13:27:00,2025-04-01 13:27:31,0,0,N/A,Retrieval for repositioning,On Ground,6,Planned,Suboptimal,0,0,57,65,43,Medium
441,MOV-0C015F2768,2025-04-01 14:05:24,Yard Shift,CNT-0028,OOLU8653898,22G0,1,Dry,Full,12.6,Medium,Land-Side,N/A,V080,VOY-2504-MUN-80,Mundra,4,2025-04-01 09:37:00,2025-04-01 10:31:00,2025-04-01 13:37:00,import_container,Transfer,Block,LS4-B7-GROUND,Block,SS2-B5-06-06-2,SS2-B5,06-06,2,RTG-02,RTG,0,OP-020,JOB-257B5B06,2025-04-01 14:05:00,2025-04-01 14:05:24,0,0,N/A,Zone optimization movement,In Yard,38,Planned,Suboptimal,0,0,95,72.2,53.1,Medium
442,MOV-605775B81D,2025-04-01 14:19:08,Stack,CNT-0028,OOLU8653898,22G0,1,Dry,Full,12.6,Medium,Land-Side,N/A,V080,VOY-2504-MUN-80,Mundra,4,2025-04-01 09:37:00,2025-04-01 09:59:00,2025-04-01 13:37:00,import_container,Stack,Block,SS2-B5-06-06-2,Block,LS2-B3-13-03-3,LS2-B3,13-03,3,RTG-02,RTG,3,OP-020,JOB-257B5B06,2025-04-01 14:19:00,2025-04-01 14:19:08,0,0,N/A,Yard stacking for storage,In Yard,14,Forced,Suboptimal,0,0,109,83.4,60.9,High
443,MOV-03E1964C47,2025-04-04 11:38:13,Gate Out,CNT-0028,OOLU8653898,22G0,1,Dry,Full,12.6,Medium,Land-Side,N/A,V080,VOY-2504-MUN-80,Mundra,4,2025-04-01 09:37:00,2025-04-01 10:26:00,2025-04-01 13:37:00,import_container,Gate Out,Block,LS2-B3-13-03-3,Gate,GATE-4,LS2-B3,N/A,0,TT-03,internal truck,0,OP-010,JOB-257B5B06,2025-04-04 11:38:00,2025-04-04 11:38:13,0,0,N/A,Import delivery to consignee,Exited,4159,Planned,Optimal,0,0,4268,75.6,46.2,Medium
444,MOV-32D0E773CB,2025-04-05 13:29:16,Gate In,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:08:00,2025-04-06 16:15:00,export_container,Gate In,Gate,GATE-8,Yard,Sea-Side,N/A,N/A,0,TT-02,internal truck,0,OP-001,JOB-B0327007,2025-04-05 13:29:00,2025-04-05 13:29:16,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,55.2,24.8,Low
445,MOV-F2B215A099,2025-04-05 14:10:20,Yard In,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:56:00,2025-04-06 16:15:00,export_container,Yard In,Yard,Sea-Side,Block,SS2-B5-13-07-4,SS2-B5,13-07,4,RTG-03,RTG,0,OP-013,JOB-B0327007,2025-04-05 14:10:00,2025-04-05 14:10:20,0,0,N/A,Initial yard positioning,In Transit,41,Planned,Optimal,0,0,41,80,37.4,Medium
446,MOV-580144663C,2025-04-05 14:25:21,Stack,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:23:00,2025-04-06 16:15:00,export_container,Stack,Block,SS2-B5-13-07-4,Block,SS2-B1-09-04-2,SS2-B1,09-04,2,RTG-03,RTG,2,OP-019,JOB-B0327007,2025-04-05 14:25:00,2025-04-05 14:25:21,0,0,N/A,Yard stacking for storage,In Yard,15,Planned,Optimal,0,0,56,75.5,56.6,Medium
447,MOV-918359E115,2025-04-05 14:39:42,Unstack,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:00:00,2025-04-06 16:15:00,export_container,Unstack,Block,SS2-B1-09-04-2,Yard,SS2-B1-GROUND,SS2-B1,GROUND,0,RTG-03,RTG,0,OP-015,JOB-B0327007,2025-04-05 14:39:00,2025-04-05 14:39:42,0,0,N/A,Retrieval for repositioning,On Ground,14,Planned,Suboptimal,0,0,70,72.7,62.5,Medium
448,MOV-04F2E8320A,2025-04-05 15:03:08,Yard Shift,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:46:00,2025-04-06 16:15:00,export_container,Transfer,Block,SS2-B1-GROUND,Block,SS3-B1-10-03-2,SS3-B1,10-03,2,RTG-03,RTG,0,OP-005,JOB-B0327007,2025-04-05 15:03:00,2025-04-05 15:03:08,0,0,N/A,Zone optimization movement,In Yard,24,Planned,Suboptimal,0,0,94,74.4,64.8,Medium
449,MOV-E607BB1145,2025-04-05 15:15:48,Stack,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 12:01:00,2025-04-06 16:15:00,export_container,Stack,Block,SS3-B1-10-03-2,Block,SS5-B4-18-07-2,SS5-B4,18-07,2,RTG-03,RTG,2,OP-003,JOB-B0327007,2025-04-05 15:15:00,2025-04-05 15:15:48,0,0,N/A,Yard stacking for storage,In Yard,12,Planned,Optimal,0,0,106,79.8,65.9,Medium
450,MOV-3861C194C7,2025-04-05 15:28:07,Unstack,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:52:00,2025-04-06 16:15:00,export_container,Unstack,Block,SS5-B4-18-07-2,Yard,SS5-B4-GROUND,SS5-B4,GROUND,0,RTG-04,RTG,0,OP-018,JOB-B0327007,2025-04-05 15:28:00,2025-04-05 15:28:07,0,0,N/A,Retrieval for repositioning,On Ground,13,Planned,Suboptimal,0,0,119,77.4,36.1,Medium
